id	gloss	domain	tier	pos_hint	is_root	derivation	source	notes
SOC-025	power / authority	SOC	2	n	yes		IDS	5b batch1 (Austronesian)
SOC-026	tax	SOC	3	n	yes		IDS	5b batch1 (Bantu)
SOC-027	trade / commerce	SOC	2	n	yes		IDS	5b batch1 (Austronesian)
SOC-028	village	SOC	2	n	yes		IDS	5b batch1 (Bantu)
EMO-010	hope	EMO	2	v	yes		IDS	5b batch1 (Bantu)
EMO-011	worry / anxiety	EMO	2	v	yes		IDS	5b batch1 (Austronesian)
EMO-012	surprise	EMO	2	v	yes		IDS	5b batch1 (Japonic)
EMO-013	shame	EMO	2	n	yes		IDS	5b batch1 (Japonic)
EMO-014	proud / pride	EMO	2	mod	yes		IDS	5b batch1 (Austronesian)
EMO-015	hate	EMO	2	v	yes		IDS	5b batch1 (Japonic)
EMO-016	calm	EMO	2	mod	yes		IDS	5b batch1 (Japonic)
EMO-017	tired	EMO	2	mod	yes		IDS	5b batch1 (Austronesian)
EMO-018	pain / hurt	EMO	2	n	yes		IDS	5b batch1 (Austronesian)
EMO-019	brave	EMO	2	mod	yes		IDS	5b batch1 (Austronesian)
EMO-020	patience	EMO	3	n	yes		IDS	5b batch1 (Bantu)
EMO-021	lonely	EMO	2	mod	yes		IDS	5b batch1 (Japonic)
EMO-022	jealousy / envy	EMO	3	n	yes		IDS	5b batch1 (Bantu)
EMO-023	feeling / emotion	EMO	2	n	yes		IDS	5b batch1 (Bantu)
COG-010	wise / wisdom	COG	2	mod	yes		IDS	5b batch1 (Bantu)
COG-011	doubt	COG	2	v	yes		IDS	5b batch1 (Austronesian)
COG-012	decide	COG	2	v	yes		IDS	5b batch1 (Japonic)
COG-013	choose	COG	2	v	yes		IDS	5b batch1 (Austronesian)
COG-014	dream	COG	2	n	yes		IDS	5b batch1 (Japonic)
COG-015	notice / realise	COG	2	v	yes		IDS	5b batch1 (Japonic)
COG-016	mistake / error	COG	2	n	yes		IDS	5b batch1 (Japonic)
COG-017	problem	COG	2	n	yes		IDS	5b batch1 (Austronesian)
COG-018	ability / skill	COG	2	n	yes		IDS	5b batch1 (Bantu)
COG-019	can / be able	COG	1	v	yes		IDS	5b batch1 (Austronesian)
COG-020	must / have to	COG	1	v	yes		IDS	5b batch1 (Bantu)
COG-021	try / attempt	COG	2	v	yes		IDS	5b batch1 (Austronesian)
SPE-010	story	SPE	2	n	yes		IDS	5b batch1 (Austronesian)
SPE-011	news	SPE	2	n	yes		IDS	5b batch1 (Austronesian)
SPE-012	voice	SPE	2	n	yes		IDS	5b batch1 (Japonic)
SPE-013	letter / mail	SPE	2	n	yes		IDS	5b batch1 (Japonic)
SPE-014	promise	SPE	2	v	yes		IDS	5b batch1 (Japonic)
SPE-015	lie / falsehood	SPE	2	n	yes		IDS	5b batch1 (Japonic)
SPE-016	call / shout	SPE	2	v	yes		IDS	5b batch1 (Japonic)
SPE-017	sing	SPE	2	v	yes		IDS	5b batch1 (Japonic)
SPE-018	song	SPE	2	n	yes		IDS	5b batch1 (Bantu)
SPE-019	sentence	SPE	3	n	yes		IDS	5b batch1 (Austronesian)
SPE-020	sign / mark	SPE	2	n	yes		IDS	5b batch1 (Austronesian)
SPE-021	letter / character	SPE	3	n	yes		IDS	5b batch1 (Japonic)
SPE-022	agree	SPE	2	v	yes		IDS	5b batch1 (Austronesian)
SPE-023	refuse / reject	SPE	2	v	yes		IDS	5b batch1 (Austronesian)
FOO-009	meal	FOO	2	n	yes		IDS	5b batch1 (Japonic)
FOO-010	tea	FOO	2	n	yes		IDS	5b batch1 (Sinitic)
FOO-011	coffee	FOO	2	n	yes		IDS	5b batch1 (Austronesian)
FOO-012	alcohol / liquor	FOO	2	n	yes		IDS	5b batch1 (Japonic)
FOO-013	sugar	FOO	2	n	yes		IDS	5b batch1 (Austronesian)
FOO-014	flour	FOO	2	n	yes		IDS	5b batch1 (Japonic)
FOO-015	vegetable	FOO	2	n	yes		IDS	5b batch1 (Austronesian)
FOO-016	cheese	FOO	3	n	yes		IDS	5b batch1 (Austronesian)
FOO-017	soup	FOO	2	n	yes		IDS	5b batch1 (Bantu)
FOO-018	pepper / chili	FOO	2	n	yes		IDS	5b batch1 (Bantu)
FOO-019	honey	FOO	2	n	yes		IDS	5b batch1 (Bantu)
FOO-020	plate / dish	FOO	2	n	yes		IDS	5b batch1 (Austronesian)
FOO-021	cup	FOO	2	n	yes		IDS	5b batch1 (Bantu)
FOO-022	bottle	FOO	2	n	yes		IDS	5b batch1 (Bantu)
FOO-023	spoon	FOO	2	n	yes		IDS	5b batch1 (Bantu)
FOO-024	hungry	FOO	2	mod	yes		IDS	5b batch1 (Austronesian)
FOO-025	thirsty	FOO	2	mod	yes		IDS	5b batch1 (Austronesian)
FOO-026	delicious / tasty	FOO	2	mod	yes		IDS	5b batch1 (Japonic)
FOO-027	bitter	FOO	2	mod	yes		IDS	5b batch1 (Japonic)
FOO-028	sour	FOO	2	mod	yes		IDS	5b batch1 (Japonic)
FOO-029	fresh	FOO	2	mod	yes		IDS	5b batch1 (Austronesian)
ANI-013	chicken	ANI	2	n	yes		IDS	5b batch1 (Japonic)
ANI-014	pig	ANI	2	n	yes		IDS	5b batch1 (Japonic)
ANI-015	goat	ANI	2	n	yes		IDS	5b batch1 (Bantu)
ANI-016	snake	ANI	2	n	yes		IDS	5b batch1 (Austronesian)
ANI-017	insect / bug	ANI	2	n	yes		IDS	5b batch1 (Japonic)
ANI-018	lion	ANI	2	n	yes		IDS	5b batch1 (Austronesian)
ANI-019	elephant	ANI	2	n	yes		IDS	5b batch1 (Austronesian)
ANI-020	monkey	ANI	2	n	yes		IDS	5b batch1 (Japonic)
CLO-004	shirt	CLO	2	n	yes		IDS	5b batch1 (Austronesian)
CLO-005	trousers / pants	CLO	2	n	yes		IDS	5b batch1 (Austronesian)
CLO-006	hat	CLO	2	n	yes		IDS	5b batch1 (Austronesian)
CLO-007	jacket / coat	CLO	2	n	yes		IDS	5b batch1 (international)
CLO-008	button	CLO	2	n	yes		IDS	5b batch1 (Japonic)
CLO-009	pocket	CLO	2	n	yes		IDS	5b batch1 (Austronesian)
CLO-010	cloth / fabric	CLO	2	n	yes		IDS	5b batch1 (Bantu)
CLO-011	thread	CLO	2	n	yes		IDS	5b batch1 (Japonic)
CLO-012	needle	CLO	2	n	yes		IDS	5b batch1 (Japonic)
CLO-013	sew	CLO	2	v	yes		IDS	5b batch1 (Bantu)
CLO-014	ring	CLO	2	n	yes		IDS	5b batch1 (Japonic)
CLO-015	bag	CLO	2	n	yes		IDS	5b batch1 (Bantu)
DWE-010	room	DWE	2	n	yes		IDS	5b batch1 (Austronesian)
DWE-011	wall	DWE	2	n	yes		IDS	5b batch1 (Austronesian)
DWE-012	window	DWE	2	n	yes		IDS	5b batch1 (Austronesian)
DWE-013	floor	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-014	stairs	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-015	chair	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-016	lamp	DWE	2	n	yes		IDS	5b batch1 (Austronesian)
DWE-017	key	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-018	mirror	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-019	box	DWE	2	n	yes		IDS	5b batch1 (Bantu)
DWE-020	basket	DWE	2	n	yes		IDS	5b batch1 (Bantu)
DWE-021	pillow	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-022	soap	DWE	2	n	yes		IDS	5b batch1 (Bantu)
DWE-023	candle	DWE	3	n	yes		IDS	5b batch1 (Bantu)
DWE-024	clock / watch	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-025	garden / yard	DWE	2	n	yes		IDS	5b batch1 (Austronesian)
DWE-026	building	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-027	mat	DWE	2	n	yes		IDS	5b batch1 (Bantu)
AGR-010	farm / field	AGR	2	n	yes		IDS	5b batch1 (Japonic)
AGR-011	forest	AGR	2	n	yes		IDS	5b batch1 (Austronesian)
AGR-012	harvest	AGR	2	n	yes		IDS	5b batch1 (Austronesian)
AGR-013	branch	AGR	2	n	yes		IDS	5b batch1 (Japonic)
AGR-014	bean	AGR	2	n	yes		IDS	5b batch1 (Japonic)
AGR-015	maize / corn	AGR	2	n	yes		IDS	5b batch1 (Bantu)
AGR-016	mushroom	AGR	2	n	yes		IDS	5b batch1 (Japonic)
AGR-017	sow / plant (v)	AGR	2	v	yes		IDS	5b batch1 (Bantu)
MOD-019	bridge	MOD	2	n	yes		IDS	5b batch1 (Japonic)
MOD-020	station	MOD	3	n	yes		IDS	5b batch1 (Japonic)
MOD-021	factory	MOD	3	n	yes		IDS	5b batch1 (Japonic)
MOD-022	shop / store	MOD	2	n	yes		IDS	5b batch1 (Japonic)
MOD-023	hotel	MOD	3	n	yes		MOD	5b batch1 (international)
MOD-024	bank	MOD	3	n	yes		MOD	5b batch1 (international)
MOD-025	office	MOD	3	n	yes		IDS	5b batch1 (Austronesian)
MOD-026	ticket	MOD	3	n	yes		IDS	5b batch1 (Japonic)
MOD-027	map	MOD	2	n	yes		IDS	5b batch1 (Japonic)
MOD-028	picture / image	MOD	2	n	yes		IDS	5b batch1 (Bantu)
MOD-029	music	MOD	2	n	yes		IDS	5b batch1 (international)
MOD-030	art	MOD	3	n	yes		IDS	5b batch1 (Austronesian)
MOD-031	film / movie	MOD	3	n	yes		IDS	5b batch1 (Japonic)
MOD-032	camera	MOD	3	n	yes		MOD	5b batch1 (international)
MOD-033	television	MOD	3	n	yes		MOD	5b batch1 (international)
MOD-034	radio	MOD	3	n	yes		MOD	5b batch1 (international)
MOD-035	newspaper	MOD	3	n	yes		IDS	5b batch1 (Japonic)
MOD-036	science	MOD	3	n	yes		IDS	5b batch1 (Japonic)
MOD-037	energy	MOD	3	n	yes		IDS	5b batch1 (Austronesian)
MOD-038	engine / motor	MOD	3	n	yes		MOD	5b batch1 (international)
MOD-039	wheel	MOD	2	n	yes		IDS	5b batch1 (Austronesian)
MOD-040	price / cost	MOD	2	n	yes		IDS	5b batch1 (Japonic)
MOD-041	company / firm	MOD	3	n	yes		IDS	5b batch1 (Japonic)
MOD-042	plan / project	MOD	2	n	yes		IDS	5b batch1 (Austronesian)
MOD-043	result / outcome	MOD	2	n	yes		IDS	5b batch1 (Austronesian)
MOD-044	aeroplane	MOD	3	n	yes		IDS	5b batch1 (Japonic)
MOD-045	ship / boat	MOD	2	n	yes		IDS	5b batch1 (Japonic)
MOD-046	bicycle	MOD	3	n	yes		IDS	5b batch1 (Bantu)
TIM-023	minute	TIM	2	n	yes		IDS	5b batch1 (Austronesian)
TIM-024	season	TIM	2	n	yes		IDS	5b batch1 (Japonic)
BOD-033	lung	BOD	2	n	yes		IDS	5b batch1 (Bantu)
BOD-034	liver	BOD	2	n	yes		IDS	5b batch1 (Bantu)
BOD-035	throat	BOD	2	n	yes		IDS	5b batch1 (Bantu)
BOD-036	brain	BOD	2	n	yes		IDS	5b batch1 (Bantu)
BOD-037	cheek	BOD	2	n	yes		IDS	5b batch1 (Bantu)
BOD-038	lip	BOD	2	n	yes		IDS	5b batch1 (Bantu)
BOD-039	shoulder	BOD	2	n	yes		IDS	5b batch1 (Bantu)
BOD-040	elbow	BOD	3	n	yes		IDS	5b batch1 (Bantu)
BOD-041	hip	BOD	3	n	yes		IDS	5b batch1 (Bantu)
BOD-042	heel	BOD	3	n	yes		IDS	5b batch1 (Bantu)
BOD-043	kidney	BOD	3	n	yes		IDS	5b batch1 (Bantu)
BOD-044	muscle	BOD	2	n	yes		IDS	5b batch1 (Indo-Aryan)
BOD-045	vein	BOD	3	n	yes		IDS	5b batch1 (Indo-Aryan)
BOD-046	nerve	BOD	3	n	yes		IDS	5b batch1 (Indo-Aryan)
BOD-047	womb	BOD	3	n	yes		IDS	5b batch1 (Indo-Aryan)
BOD-048	fist	BOD	3	n	yes		IDS	5b batch1 (Indo-Aryan)
BOD-049	navel	BOD	3	n	yes		IDS	5b batch1 (Indo-Aryan)
BOD-050	ankle	BOD	3	n	yes		IDS	5b batch1 (Indo-Aryan)
BOD-051	eyebrow	BOD	3	n	yes		IDS	5b batch1 (Indo-Aryan)
BOD-052	chin	BOD	3	n	yes		IDS	5b batch1 (Indo-Aryan)
BOD-053	jaw	BOD	3	n	yes		IDS	5b batch1 (Bantu)
BOD-054	skull	BOD	3	n	yes		IDS	5b batch1 (Bantu)
BOD-055	limb	BOD	3	n	yes		IDS	5b batch1 (Sinitic)
BOD-056	gland	BOD	3	n	yes		IDS	5b batch1 (Romance)
BOD-057	artery	BOD	3	n	yes		IDS	5b batch1 (Romance)
BOD-058	skeleton	BOD	3	n	yes		IDS	5b batch1 (Romance)
BOD-059	beard	BOD	2	n	yes		IDS	5b batch1 (Semitic)
BOD-060	waist	BOD	2	n	yes		IDS	5b batch1 (Austronesian)
BOD-061	calf (of leg)	BOD	3	n	yes		IDS	5b batch1 (Austronesian)
BOD-062	pregnant	BOD	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
BOD-063	breath	BOD	2	n	yes		IDS	5b batch1 (Bantu)
BOD-064	bald	BOD	3	mod	yes		IDS	5b batch1 (Indo-Aryan)
BOD-065	sweat	BOD	2	v	yes		IDS	5b batch1 (Bantu)
BOD-066	cough	BOD	2	v	yes		IDS	5b batch1 (Bantu)
BOD-067	sneeze	BOD	2	v	yes		IDS	5b batch1 (Bantu)
BOD-068	yawn	BOD	3	v	yes		IDS	5b batch1 (Bantu)
BOD-069	saliva	BOD	3	n	yes		IDS	5b batch1 (Bantu)
BOD-070	scar	BOD	3	n	yes		IDS	5b batch1 (Bantu)
BOD-071	bleed	BOD	2	v	yes		IDS	5b batch1 (Sinitic)
BOD-072	swallow	BOD	2	v	yes		IDS	5b batch1 (Sinitic)
BOD-073	chew	BOD	2	v	yes		IDS	5b batch1 (Sinitic)
BOD-074	itch	BOD	2	v	yes		IDS	5b batch1 (Indo-Aryan)
BOD-075	spit	BOD	3	v	yes		IDS	5b batch1 (Semitic)
BOD-076	digest	BOD	3	v	yes		IDS	5b batch1 (Romance)
BOD-077	blink	BOD	3	v	yes		IDS	5b batch1 (Austronesian)
BOD-078	urine	BOD	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PER-010	glance	PER	2	v	yes		IDS	5b batch1 (Bantu)
PER-011	stare / gaze	PER	2	v	yes		IDS	5b batch1 (Bantu)
PER-012	odour / scent	PER	2	n	yes		IDS	5b batch1 (Bantu)
PER-013	flavour	PER	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PER-014	brightness	PER	3	n	yes		IDS	5b batch1 (Bantu)
PER-015	darkness	PER	2	n	yes		IDS	5b batch1 (Bantu)
PER-016	loud / noisy	PER	2	mod	yes		IDS	5b batch1 (Bantu)
PER-017	silent / quiet	PER	2	mod	yes		IDS	5b batch1 (Bantu)
PER-018	fragrance	PER	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PER-019	stench	PER	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PER-020	perceive / sense	PER	2	v	yes		IDS	5b batch1 (Indo-Aryan)
PER-021	observe	PER	2	v	yes		IDS	5b batch1 (Sinitic)
PER-022	sensation	PER	2	n	yes		IDS	5b batch1 (Romance)
PER-023	echo	PER	3	n	yes		IDS	5b batch1 (Semitic)
PER-024	aroma	PER	2	n	yes		IDS	5b batch1 (Semitic)
PER-025	sticky	PER	3	mod	yes		IDS	5b batch1 (Austronesian)
PER-026	slippery	PER	3	mod	yes		IDS	5b batch1 (Austronesian)
MOT-007	return / go back	MOT	2	v	yes		IDS	5b batch1 (Bantu)
MOT-008	jump / leap	MOT	2	v	yes		IDS	5b batch1 (Bantu)
MOT-009	flee / escape	MOT	2	v	yes		IDS	5b batch1 (Bantu)
MOT-010	chase / pursue	MOT	2	v	yes		IDS	5b batch1 (Bantu)
MOT-011	crawl	MOT	2	v	yes		IDS	5b batch1 (Bantu)
MOT-012	approach / draw near	MOT	2	v	yes		IDS	5b batch1 (Bantu)
MOT-013	pass by	MOT	2	v	yes		IDS	5b batch1 (Bantu)
MOT-014	slide / slip	MOT	2	v	yes		IDS	5b batch1 (Bantu)
MOT-015	wander / roam	MOT	3	v	yes		IDS	5b batch1 (Bantu)
MOT-016	tremble / shake	MOT	2	v	yes		IDS	5b batch1 (Bantu)
MOT-017	spin / rotate	MOT	2	v	yes		IDS	5b batch1 (Bantu)
MOT-018	collide / crash	MOT	3	v	yes		IDS	5b batch1 (Bantu)
MOT-019	cross / traverse	MOT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
MOT-020	retreat / withdraw	MOT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
MOT-021	gather / assemble	MOT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
MOT-022	drag / haul	MOT	3	v	yes		IDS	5b batch1 (Indo-Aryan)
MOT-023	float / drift	MOT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
MOT-024	stumble / trip	MOT	3	v	yes		IDS	5b batch1 (Indo-Aryan)
MOT-025	step / pace	MOT	2	v	yes		IDS	5b batch1 (Bantu)
MOT-026	advance / go forward	MOT	2	v	yes		IDS	5b batch1 (Sinitic)
MOT-027	fall over / topple	MOT	2	v	yes		IDS	5b batch1 (Sinitic)
MOT-028	roll	MOT	2	v	yes		IDS	5b batch1 (Sinitic)
MOT-029	ascend / climb up	MOT	2	v	yes		IDS	5b batch1 (Romance)
MOT-030	circulate	MOT	3	v	yes		IDS	5b batch1 (Romance)
MOT-031	navigate / steer	MOT	3	v	yes		IDS	5b batch1 (Romance)
MOT-032	accelerate / speed up	MOT	3	v	yes		IDS	5b batch1 (Romance)
MOT-033	depart / set off	MOT	2	v	yes		IDS	5b batch1 (Semitic)
MOT-034	hurry / rush	MOT	2	v	yes		IDS	5b batch1 (Semitic)
MOT-035	creep / sneak	MOT	3	v	yes		IDS	5b batch1 (Austronesian)
MOD-047	sick / ill	MOD	2	mod	yes		IDS	5b batch1 (Bantu)
MOD-048	fever	MOD	2	n	yes		IDS	5b batch1 (Bantu)
MOD-049	wound / injury	MOD	2	n	yes		IDS	5b batch1 (Bantu)
MOD-050	disease / illness	MOD	2	n	yes		IDS	5b batch1 (Bantu)
MOD-051	swell / swelling	MOD	3	v	yes		IDS	5b batch1 (Bantu)
MOD-052	poison / venom	MOD	2	n	yes		IDS	5b batch1 (Bantu)
MOD-053	health	MOD	2	n	yes		IDS	5b batch1 (Bantu)
MOD-054	blind	MOD	2	mod	yes		IDS	5b batch1 (Bantu)
MOD-055	deaf	MOD	2	mod	yes		IDS	5b batch1 (Bantu)
MOD-056	sore / ulcer	MOD	3	n	yes		IDS	5b batch1 (Bantu)
MOD-057	cure / remedy	MOD	2	n	yes		IDS	5b batch1 (Indo-Aryan)
MOD-058	drug / medication	MOD	2	n	yes		IDS	5b batch1 (Indo-Aryan)
MOD-059	cold / flu	MOD	2	n	yes		IDS	5b batch1 (Sinitic)
MOD-060	vitality / strength (health)	MOD	3	n	yes		IDS	5b batch1 (Bantu)
MOD-061	lame / crippled	MOD	3	mod	yes		IDS	5b batch1 (Indo-Aryan)
MOD-062	virus	MOD	2	n	yes		IDS	5b batch1 (Sinitic)
MOD-063	infect / infection	MOD	3	v	yes		IDS	5b batch1 (Sinitic)
MOD-064	tumor / lump	MOD	3	n	yes		IDS	5b batch1 (Sinitic)
MOD-065	vaccine	MOD	3	n	yes		IDS	5b batch1 (Sinitic)
MOD-066	diarrhea	MOD	3	n	yes		IDS	5b batch1 (Sinitic)
MOD-067	surgery / operation	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-068	nurse	MOD	2	n	yes		IDS	5b batch1 (Bantu)
MOD-069	clinic	MOD	3	n	yes		IDS	5b batch1 (Romance)
MOD-070	antibiotic	MOD	3	n	yes		IDS	5b batch1 (Romance)
MOD-071	epidemic / plague	MOD	3	n	yes		IDS	5b batch1 (Romance)
MOD-072	pill / tablet	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-073	ointment / balm	MOD	3	n	yes		IDS	5b batch1 (Semitic)
MOD-074	contagion / catch (illness)	MOD	3	n	yes		IDS	5b batch1 (Japonic)
MOD-075	dizzy / faint	MOD	3	mod	yes		IDS	5b batch1 (Bantu)
MOD-076	recover / heal up	MOD	2	v	yes		IDS	5b batch1 (Bantu)
PROP-055	important	PROP	2	mod	yes		IDS	5b batch1 (Bantu)
PROP-056	necessary	PROP	2	mod	yes		IDS	5b batch1 (Romance)
PROP-057	possible	PROP	2	mod	yes		IDS	5b batch1 (Romance)
PROP-058	useful	PROP	2	mod	yes		IDS	5b batch1 (Romance)
PROP-059	difficult	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-060	simple / easy	PROP	2	mod	yes		IDS	5b batch1 (Bantu)
PROP-061	dangerous	PROP	2	mod	yes		IDS	5b batch1 (Bantu)
PROP-062	safe	PROP	2	mod	yes		IDS	5b batch1 (Bantu)
PROP-063	strange / odd	PROP	2	mod	yes		IDS	5b batch1 (Semitic)
PROP-064	common / usual	PROP	2	mod	yes		IDS	5b batch1 (Semitic)
PROP-065	normal	PROP	2	mod	yes		IDS	5b batch1 (Romance)
PROP-066	real / actual	PROP	2	mod	yes		IDS	5b batch1 (Bantu)
PROP-067	certain / sure	PROP	2	mod	yes		IDS	5b batch1 (Semitic)
PROP-068	main / chief	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-069	whole / entire	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-070	double	PROP	2	mod	yes		IDS	5b batch1 (Romance)
PROP-071	busy	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-072	ready	PROP	2	mod	yes		IDS	5b batch1 (Bantu)
PROP-073	serious	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-074	clear / obvious	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-075	secret / hidden	PROP	2	mod	yes		IDS	5b batch1 (Bantu)
PROP-076	public	PROP	2	mod	yes		IDS	5b batch1 (Romance)
PROP-077	general	PROP	2	mod	yes		IDS	5b batch1 (Romance)
PROP-078	special	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-079	basic / fundamental	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-080	total / entire	PROP	2	mod	yes		IDS	5b batch1 (Bantu)
PROP-081	extra / spare	PROP	2	mod	yes		IDS	5b batch1 (Semitic)
PROP-082	ordinary	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-083	similar / alike	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-084	opposite / reverse	PROP	2	mod	yes		IDS	5b batch1 (Bantu)
PROP-085	equal	PROP	2	mod	yes		IDS	5b batch1 (Bantu)
PROP-086	fair / just	PROP	2	mod	yes		IDS	5b batch1 (Semitic)
PROP-087	honest	PROP	2	mod	yes		IDS	5b batch1 (Bantu)
PROP-088	rare	PROP	2	mod	yes		IDS	5b batch1 (Semitic)
PROP-089	modern	PROP	2	mod	yes		IDS	5b batch1 (Romance)
PROP-090	ancient / old	PROP	2	mod	yes		IDS	5b batch1 (Semitic)
PROP-091	natural	PROP	2	mod	yes		IDS	5b batch1 (Romance)
PROP-092	useless / vain	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-093	precious / valuable	PROP	2	mod	yes		IDS	5b batch1 (Bantu)
PROP-094	famous	PROP	2	mod	yes		IDS	5b batch1 (Semitic)
PROP-095	complete / finished	PROP	2	mod	yes		IDS	5b batch1 (Semitic)
PROP-096	sharp-witted / clever	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-097	stupid / foolish	PROP	2	mod	yes		IDS	5b batch1 (Bantu)
PROP-098	brief / temporary	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-099	main-real / genuine	PROP	3	mod	yes		IDS	5b batch1 (Semitic)
PROP-100	flexible / soft	PROP	3	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-101	rigid / stiff	PROP	3	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-102	steady / stable	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-103	sudden	PROP	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
PROP-104	gradual / slow	PROP	3	mod	yes		IDS	5b batch1 (Romance)
COG-022	imagine	COG	2	v	yes		IDS	5b batch1 (Indo-Aryan)
COG-023	guess / estimate	COG	2	v	yes		IDS	5b batch1 (Indo-Aryan)
COG-024	plan / arrange	COG	2	v	yes		IDS	5b batch1 (Indo-Aryan)
COG-025	compare	COG	2	v	yes		IDS	5b batch1 (Romance)
COG-026	judge / weigh	COG	2	v	yes		IDS	5b batch1 (Semitic)
COG-027	intend / aim	COG	2	v	yes		IDS	5b batch1 (Semitic)
COG-028	expect / await	COG	2	v	yes		IDS	5b batch1 (Bantu)
COG-029	assume / suppose	COG	2	v	yes		IDS	5b batch1 (Indo-Aryan)
COG-030	conclude / decide	COG	2	v	yes		IDS	5b batch1 (Romance)
COG-031	focus / concentrate	COG	2	v	yes		IDS	5b batch1 (Sinitic)
COG-032	confuse / muddle	COG	2	v	yes		IDS	5b batch1 (Bantu)
COG-033	consider / ponder	COG	2	v	yes		IDS	5b batch1 (Romance)
COG-034	examine / analyze	COG	2	v	yes		IDS	5b batch1 (Bantu)
COG-035	predict / foretell	COG	2	v	yes		IDS	5b batch1 (Sinitic)
COG-036	prove / verify	COG	2	v	yes		IDS	5b batch1 (Bantu)
COG-037	solve / resolve	COG	2	v	yes		IDS	5b batch1 (Bantu)
COG-038	interpret / explain	COG	2	v	yes		IDS	5b batch1 (Semitic)
COG-039	convince / persuade	COG	2	v	yes		IDS	5b batch1 (Semitic)
COG-040	knowledge	COG	2	n	yes		IDS	5b batch1 (Indo-Aryan)
COG-041	opinion / view	COG	2	n	yes		IDS	5b batch1 (Indo-Aryan)
COG-042	purpose / goal	COG	2	n	yes		IDS	5b batch1 (Bantu)
COG-043	intention	COG	2	n	yes		IDS	5b batch1 (Indo-Aryan)
COG-044	attention	COG	2	n	yes		IDS	5b batch1 (Romance)
COG-045	memory	COG	2	n	yes		IDS	5b batch1 (Indo-Aryan)
COG-046	concept / notion	COG	2	n	yes		IDS	5b batch1 (Indo-Aryan)
COG-047	theory	COG	2	n	yes		IDS	5b batch1 (Semitic)
COG-048	logic / reason	COG	2	n	yes		IDS	5b batch1 (Romance)
COG-049	proof / evidence	COG	2	n	yes		IDS	5b batch1 (Semitic)
COG-050	wisdom	COG	2	n	yes		IDS	5b batch1 (Indo-Aryan)
COG-051	curiosity	COG	2	n	yes		IDS	5b batch1 (Bantu)
COG-052	skill / expertise	COG	2	n	yes		IDS	5b batch1 (Semitic)
COG-053	method / way	COG	2	n	yes		IDS	5b batch1 (Indo-Aryan)
COG-054	truth	COG	2	n	yes		IDS	5b batch1 (Indo-Aryan)
COG-055	secret / mystery	COG	3	n	yes		IDS	5b batch1 (Semitic)
QTY-031	weight	QTY	2	n	yes		IDS	5b batch1 (Bantu)
QTY-032	length	QTY	2	n	yes		IDS	5b batch1 (Austronesian)
QTY-033	width	QTY	2	n	yes		IDS	5b batch1 (Bantu)
QTY-034	height / tallness	QTY	2	n	yes		IDS	5b batch1 (Bantu)
QTY-035	measure / gauge	QTY	2	v	yes		IDS	5b batch1 (Bantu)
QTY-036	amount / quantity	QTY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
QTY-037	add / sum	QTY	2	v	yes		IDS	5b batch1 (Indo-Aryan)
QTY-038	subtract / remove	QTY	2	v	yes		IDS	5b batch1 (Indo-Aryan)
